ccode2,country,un_continent,un_region,regime,year
475,Nigeria,Africa,Western Africa,Multiparty,2000
475,Nigeria,Africa,Western Africa,Multiparty,2001
475,Nigeria,Africa,Western Africa,Multiparty,2002
475,Nigeria,Africa,Western Africa,Multiparty,2003
475,Nigeria,Africa,Western Africa,Multiparty,2004
475,Nigeria,Africa,Western Africa,Multiparty,2005
475,Nigeria,Africa,Western Africa,Multiparty,2006
475,Nigeria,Africa,Western Africa,Multiparty,2007
475,Nigeria,Africa,Western Africa,Multiparty,2008
475,Nigeria,Africa,Western Africa,Multiparty,2009
475,Nigeria,Africa,Western Africa,Multiparty,2010
475,Nigeria,Africa,Western Africa,Multiparty,2011
475,Nigeria,Africa,Western Africa,Multiparty,2012
481,Gabon,Africa,Middle Africa,Multiparty,2000
481,Gabon,Africa,Middle Africa,Multiparty,2001
481,Gabon,Africa,Middle Africa,Multiparty,2002
481,Gabon,Africa,Middle Africa,Multiparty,2003
481,Gabon,Africa,Middle Africa,Multiparty,2004
481,Gabon,Africa,Middle Africa,Multiparty,2005
481,Gabon,Africa,Middle Africa,Multiparty,2006
481,Gabon,Africa,Middle Africa,Multiparty,2007
481,Gabon,Africa,Middle Africa,Multiparty,2008
481,Gabon,Africa,Middle Africa,Multiparty,2009
481,Gabon,Africa,Middle Africa,Multiparty,2010
481,Gabon,Africa,Middle Africa,Multiparty,2011
481,Gabon,Africa,Middle Africa,Multiparty,2012
482,Central African Republic,Africa,Middle Africa,Democracy,2000
482,Central African Republic,Africa,Middle Africa,Democracy,2001
482,Central African Republic,Africa,Middle Africa,Democracy,2002
482,Central African Republic,Africa,Middle Africa,Military,2003
482,Central African Republic,Africa,Middle Africa,Military,2004
482,Central African Republic,Africa,Middle Africa,Multiparty,2005
482,Central African Republic,Africa,Middle Africa,Multiparty,2006
482,Central African Republic,Africa,Middle Africa,Multiparty,2007
482,Central African Republic,Africa,Middle Africa,Multiparty,2008
482,Central African Republic,Africa,Middle Africa,Multiparty,2009
482,Central African Republic,Africa,Middle Africa,Multiparty,2010
482,Central African Republic,Africa,Middle Africa,Multiparty,2011
482,Central African Republic,Africa,Middle Africa,Multiparty,2012
483,Chad,Africa,Middle Africa,Multiparty,2000
483,Chad,Africa,Middle Africa,Multiparty,2001
483,Chad,Africa,Middle Africa,Multiparty,2002
483,Chad,Africa,Middle Africa,Multiparty,2003
483,Chad,Africa,Middle Africa,Multiparty,2004
483,Chad,Africa,Middle Africa,Multiparty,2005
483,Chad,Africa,Middle Africa,Multiparty,2006
483,Chad,Africa,Middle Africa,Multiparty,2007
483,Chad,Africa,Middle Africa,Multiparty,2008
483,Chad,Africa,Middle Africa,Multiparty,2009
483,Chad,Africa,Middle Africa,Multiparty,2010
483,Chad,Africa,Middle Africa,Multiparty,2011
483,Chad,Africa,Middle Africa,Multiparty,2012
484,Congo Brazzaville,Africa,Middle Africa,Multiparty,2000
484,Congo Brazzaville,Africa,Middle Africa,Multiparty,2001
484,Congo Brazzaville,Africa,Middle Africa,Multiparty,2002
484,Congo Brazzaville,Africa,Middle Africa,Multiparty,2003
484,Congo Brazzaville,Africa,Middle Africa,Multiparty,2004
484,Congo Brazzaville,Africa,Middle Africa,Multiparty,2005
484,Congo Brazzaville,Africa,Middle Africa,Multiparty,2006
484,Congo Brazzaville,Africa,Middle Africa,Multiparty,2007
484,Congo Brazzaville,Africa,Middle Africa,Multiparty,2008
484,Congo Brazzaville,Africa,Middle Africa,Multiparty,2009
484,Congo Brazzaville,Africa,Middle Africa,Multiparty,2010
484,Congo Brazzaville,Africa,Middle Africa,Multiparty,2011
484,Congo Brazzaville,Africa,Middle Africa,Multiparty,2012
490,Congo Kinshasa,Africa,Middle Africa,Military,2000
490,Congo Kinshasa,Africa,Middle Africa,Multiparty,2001
490,Congo Kinshasa,Africa,Middle Africa,Multiparty,2002
490,Congo Kinshasa,Africa,Middle Africa,Multiparty,2003
490,Congo Kinshasa,Africa,Middle Africa,Multiparty,2004
490,Congo Kinshasa,Africa,Middle Africa,Multiparty,2005
490,Congo Kinshasa,Africa,Middle Africa,Multiparty,2006
490,Congo Kinshasa,Africa,Middle Africa,Multiparty,2007
490,Congo Kinshasa,Africa,Middle Africa,Multiparty,2008
490,Congo Kinshasa,Africa,Middle Africa,Multiparty,2009
490,Congo Kinshasa,Africa,Middle Africa,Multiparty,2010
490,Congo Kinshasa,Africa,Middle Africa,Multiparty,2011
490,Congo Kinshasa,Africa,Middle Africa,Multiparty,2012
500,Uganda,Africa,Eastern Africa,Single Party,2000
500,Uganda,Africa,Eastern Africa,Single Party,2001
500,Uganda,Africa,Eastern Africa,Single Party,2002
500,Uganda,Africa,Eastern Africa,Single Party,2003
500,Uganda,Africa,Eastern Africa,Single Party,2004
500,Uganda,Africa,Eastern Africa,Single Party,2005
500,Uganda,Africa,Eastern Africa,Multiparty,2006
500,Uganda,Africa,Eastern Africa,Multiparty,2007
500,Uganda,Africa,Eastern Africa,Multiparty,2008
500,Uganda,Africa,Eastern Africa,Multiparty,2009
500,Uganda,Africa,Eastern Africa,Multiparty,2010
500,Uganda,Africa,Eastern Africa,Multiparty,2011
500,Uganda,Africa,Eastern Africa,Multiparty,2012
501,Kenya,Africa,Eastern Africa,Multiparty,2000
501,Kenya,Africa,Eastern Africa,Multiparty,2001
501,Kenya,Africa,Eastern Africa,Multiparty,2002
501,Kenya,Africa,Eastern Africa,Democracy,2003
501,Kenya,Africa,Eastern Africa,Democracy,2004
501,Kenya,Africa,Eastern Africa,Democracy,2005
501,Kenya,Africa,Eastern Africa,Democracy,2006
501,Kenya,Africa,Eastern Africa,Democracy,2007
501,Kenya,Africa,Eastern Africa,Democracy,2008
501,Kenya,Africa,Eastern Africa,Democracy,2009
501,Kenya,Africa,Eastern Africa,Democracy,2010
501,Kenya,Africa,Eastern Africa,Democracy,2011
501,Kenya,Africa,Eastern Africa,Democracy,2012
510,Tanzania,Africa,Eastern Africa,Multiparty,2000
510,Tanzania,Africa,Eastern Africa,Multiparty,2001
510,Tanzania,Africa,Eastern Africa,Multiparty,2002
510,Tanzania,Africa,Eastern Africa,Multiparty,2003
510,Tanzania,Africa,Eastern Africa,Multiparty,2004
510,Tanzania,Africa,Eastern Africa,Multiparty,2005
510,Tanzania,Africa,Eastern Africa,Multiparty,2006
510,Tanzania,Africa,Eastern Africa,Multiparty,2007
510,Tanzania,Africa,Eastern Africa,Multiparty,2008
510,Tanzania,Africa,Eastern Africa,Multiparty,2009
510,Tanzania,Africa,Eastern Africa,Multiparty,2010
510,Tanzania,Africa,Eastern Africa,Multiparty,2011
510,Tanzania,Africa,Eastern Africa,Multiparty,2012
516,Burundi,Africa,Eastern Africa,Military,2000
516,Burundi,Africa,Eastern Africa,Military,2001
516,Burundi,Africa,Eastern Africa,Military,2002
516,Burundi,Africa,Eastern Africa,Multiparty,2003
516,Burundi,Africa,Eastern Africa,Multiparty,2004
516,Burundi,Africa,Eastern Africa,Multiparty,2005
516,Burundi,Africa,Eastern Africa,Multiparty,2006
516,Burundi,Africa,Eastern Africa,Multiparty,2007
516,Burundi,Africa,Eastern Africa,Multiparty,2008
516,Burundi,Africa,Eastern Africa,Multiparty,2009
516,Burundi,Africa,Eastern Africa,Multiparty,2010
516,Burundi,Africa,Eastern Africa,Multiparty,2011
516,Burundi,Africa,Eastern Africa,Multiparty,2012
517,Rwanda,Africa,Eastern Africa,Military,2000
517,Rwanda,Africa,Eastern Africa,Military,2001
517,Rwanda,Africa,Eastern Africa,Military,2002
517,Rwanda,Africa,Eastern Africa,Military,2003
517,Rwanda,Africa,Eastern Africa,Military,2004
517,Rwanda,Africa,Eastern Africa,Military,2005
517,Rwanda,Africa,Eastern Africa,Military,2006
517,Rwanda,Africa,Eastern Africa,Military,2007
517,Rwanda,Africa,Eastern Africa,Military,2008
517,Rwanda,Africa,Eastern Africa,Military,2009
517,Rwanda,Africa,Eastern Africa,Military,2010
517,Rwanda,Africa,Eastern Africa,Military,2011
517,Rwanda,Africa,Eastern Africa,Military,2012
520,Somalia,Africa,Eastern Africa,NA,2012
522,Djibouti,Africa,Eastern Africa,Multiparty,2000
522,Djibouti,Africa,Eastern Africa,Multiparty,2001
522,Djibouti,Africa,Eastern Africa,Multiparty,2002
522,Djibouti,Africa,Eastern Africa,Multiparty,2003
522,Djibouti,Africa,Eastern Africa,Multiparty,2004
522,Djibouti,Africa,Eastern Africa,Multiparty,2005
522,Djibouti,Africa,Eastern Africa,Multiparty,2006
522,Djibouti,Africa,Eastern Africa,Multiparty,2007
522,Djibouti,Africa,Eastern Africa,Multiparty,2008
522,Djibouti,Africa,Eastern Africa,Multiparty,2009
522,Djibouti,Africa,Eastern Africa,Multiparty,2010
522,Djibouti,Africa,Eastern Africa,Multiparty,2011
522,Djibouti,Africa,Eastern Africa,Multiparty,2012
530,Ethiopia,Africa,Eastern Africa,Multiparty,2000
530,Ethiopia,Africa,Eastern Africa,Multiparty,2001
530,Ethiopia,Africa,Eastern Africa,Multiparty,2002
530,Ethiopia,Africa,Eastern Africa,Multiparty,2003
530,Ethiopia,Africa,Eastern Africa,Multiparty,2004
530,Ethiopia,Africa,Eastern Africa,Multiparty,2005
530,Ethiopia,Africa,Eastern Africa,Multiparty,2006
530,Ethiopia,Africa,Eastern Africa,Multiparty,2007
530,Ethiopia,Africa,Eastern Africa,Multiparty,2008
530,Ethiopia,Africa,Eastern Africa,Multiparty,2009
530,Ethiopia,Africa,Eastern Africa,Multiparty,2010
530,Ethiopia,Africa,Eastern Africa,Multiparty,2011
530,Ethiopia,Africa,Eastern Africa,Multiparty,2012
531,Eritrea,Africa,Eastern Africa,Single Party,2000
531,Eritrea,Africa,Eastern Africa,Single Party,2001
531,Eritrea,Africa,Eastern Africa,Single Party,2002
531,Eritrea,Africa,Eastern Africa,Single Party,2003
531,Eritrea,Africa,Eastern Africa,Single Party,2004
531,Eritrea,Africa,Eastern Africa,Single Party,2005
531,Eritrea,Africa,Eastern Africa,Single Party,2006
531,Eritrea,Africa,Eastern Africa,Single Party,2007
531,Eritrea,Africa,Eastern Africa,Single Party,2008
531,Eritrea,Africa,Eastern Africa,Single Party,2009
531,Eritrea,Africa,Eastern Africa,Single Party,2010
531,Eritrea,Africa,Eastern Africa,Single Party,2011
531,Eritrea,Africa,Eastern Africa,Single Party,2012
540,Angola,Africa,Middle Africa,Multiparty,2000
540,Angola,Africa,Middle Africa,Multiparty,2001
540,Angola,Africa,Middle Africa,Multiparty,2002
540,Angola,Africa,Middle Africa,Multiparty,2003
540,Angola,Africa,Middle Africa,Multiparty,2004
540,Angola,Africa,Middle Africa,Multiparty,2005
540,Angola,Africa,Middle Africa,Multiparty,2006
540,Angola,Africa,Middle Africa,Multiparty,2007
540,Angola,Africa,Middle Africa,Multiparty,2008
540,Angola,Africa,Middle Africa,Multiparty,2009
540,Angola,Africa,Middle Africa,Multiparty,2010
540,Angola,Africa,Middle Africa,Multiparty,2011
540,Angola,Africa,Middle Africa,Multiparty,2012
541,Mozambique,Africa,Eastern Africa,Multiparty,2000
541,Mozambique,Africa,Eastern Africa,Multiparty,2001
541,Mozambique,Africa,Eastern Africa,Multiparty,2002
541,Mozambique,Africa,Eastern Africa,Multiparty,2003
541,Mozambique,Africa,Eastern Africa,Multiparty,2004
541,Mozambique,Africa,Eastern Africa,Multiparty,2005
541,Mozambique,Africa,Eastern Africa,Multiparty,2006
541,Mozambique,Africa,Eastern Africa,Multiparty,2007
541,Mozambique,Africa,Eastern Africa,Multiparty,2008
541,Mozambique,Africa,Eastern Africa,Multiparty,2009
541,Mozambique,Africa,Eastern Africa,Multiparty,2010
541,Mozambique,Africa,Eastern Africa,Multiparty,2011
541,Mozambique,Africa,Eastern Africa,Multiparty,2012
551,Zambia,Africa,Eastern Africa,Multiparty,2000
551,Zambia,Africa,Eastern Africa,Multiparty,2001
551,Zambia,Africa,Eastern Africa,Multiparty,2002
551,Zambia,Africa,Eastern Africa,Multiparty,2003
551,Zambia,Africa,Eastern Africa,Multiparty,2004
551,Zambia,Africa,Eastern Africa,Multiparty,2005
551,Zambia,Africa,Eastern Africa,Multiparty,2006
551,Zambia,Africa,Eastern Africa,Multiparty,2007
551,Zambia,Africa,Eastern Africa,Multiparty,2008
551,Zambia,Africa,Eastern Africa,Democracy,2009
551,Zambia,Africa,Eastern Africa,Democracy,2010
551,Zambia,Africa,Eastern Africa,Democracy,2011
551,Zambia,Africa,Eastern Africa,Democracy,2012
552,Zimbabwe,Africa,Eastern Africa,Multiparty,2000
552,Zimbabwe,Africa,Eastern Africa,Multiparty,2001
552,Zimbabwe,Africa,Eastern Africa,Multiparty,2002
552,Zimbabwe,Africa,Eastern Africa,Multiparty,2003
552,Zimbabwe,Africa,Eastern Africa,Multiparty,2004
552,Zimbabwe,Africa,Eastern Africa,Multiparty,2005
552,Zimbabwe,Africa,Eastern Africa,Multiparty,2006
552,Zimbabwe,Africa,Eastern Africa,Multiparty,2007
552,Zimbabwe,Africa,Eastern Africa,Multiparty,2008
552,Zimbabwe,Africa,Eastern Africa,Multiparty,2009
552,Zimbabwe,Africa,Eastern Africa,Multiparty,2010
552,Zimbabwe,Africa,Eastern Africa,Multiparty,2011
552,Zimbabwe,Africa,Eastern Africa,Multiparty,2012
553,Malawi,Africa,Eastern Africa,Democracy,2000
553,Malawi,Africa,Eastern Africa,Democracy,2001
553,Malawi,Africa,Eastern Africa,Democracy,2002
553,Malawi,Africa,Eastern Africa,Democracy,2003
553,Malawi,Africa,Eastern Africa,Democracy,2004
553,Malawi,Africa,Eastern Africa,Democracy,2005
553,Malawi,Africa,Eastern Africa,Democracy,2006
553,Malawi,Africa,Eastern Africa,Democracy,2007
553,Malawi,Africa,Eastern Africa,Democracy,2008
553,Malawi,Africa,Eastern Africa,Democracy,2009
553,Malawi,Africa,Eastern Africa,Democracy,2010
553,Malawi,Africa,Eastern Africa,Democracy,2011
553,Malawi,Africa,Eastern Africa,Democracy,2012
560,South Africa,Africa,Southern Africa,Democracy,2000
560,South Africa,Africa,Southern Africa,Democracy,2001
560,South Africa,Africa,Southern Africa,Democracy,2002
560,South Africa,Africa,Southern Africa,Democracy,2003
560,South Africa,Africa,Southern Africa,Democracy,2004
560,South Africa,Africa,Southern Africa,Democracy,2005
560,South Africa,Africa,Southern Africa,Democracy,2006
560,South Africa,Africa,Southern Africa,Democracy,2007
560,South Africa,Africa,Southern Africa,Democracy,2008
560,South Africa,Africa,Southern Africa,Democracy,2009
560,South Africa,Africa,Southern Africa,Democracy,2010
560,South Africa,Africa,Southern Africa,Democracy,2011
560,South Africa,Africa,Southern Africa,Democracy,2012
565,Namibia,Africa,Southern Africa,Multiparty,2000
565,Namibia,Africa,Southern Africa,Multiparty,2001
565,Namibia,Africa,Southern Africa,Multiparty,2002
565,Namibia,Africa,Southern Africa,Multiparty,2003
565,Namibia,Africa,Southern Africa,Multiparty,2004
565,Namibia,Africa,Southern Africa,Multiparty,2005
565,Namibia,Africa,Southern Africa,Multiparty,2006
565,Namibia,Africa,Southern Africa,Multiparty,2007
565,Namibia,Africa,Southern Africa,Multiparty,2008
565,Namibia,Africa,Southern Africa,Multiparty,2009
565,Namibia,Africa,Southern Africa,Multiparty,2010
565,Namibia,Africa,Southern Africa,Multiparty,2011
565,Namibia,Africa,Southern Africa,Multiparty,2012
570,Lesotho,Africa,Southern Africa,Multiparty,2000
570,Lesotho,Africa,Southern Africa,Multiparty,2001
570,Lesotho,Africa,Southern Africa,Multiparty,2002
570,Lesotho,Africa,Southern Africa,Multiparty,2003
570,Lesotho,Africa,Southern Africa,Multiparty,2004
570,Lesotho,Africa,Southern Africa,Multiparty,2005
570,Lesotho,Africa,Southern Africa,Multiparty,2006
570,Lesotho,Africa,Southern Africa,Multiparty,2007
570,Lesotho,Africa,Southern Africa,Multiparty,2008
570,Lesotho,Africa,Southern Africa,Multiparty,2009
570,Lesotho,Africa,Southern Africa,Multiparty,2010
570,Lesotho,Africa,Southern Africa,Multiparty,2011
570,Lesotho,Africa,Southern Africa,Democracy,2012
571,Botswana,Africa,Southern Africa,Multiparty,2000
571,Botswana,Africa,Southern Africa,Multiparty,2001
571,Botswana,Africa,Southern Africa,Multiparty,2002
571,Botswana,Africa,Southern Africa,Multiparty,2003
571,Botswana,Africa,Southern Africa,Multiparty,2004
571,Botswana,Africa,Southern Africa,Multiparty,2005
571,Botswana,Africa,Southern Africa,Multiparty,2006
571,Botswana,Africa,Southern Africa,Multiparty,2007
571,Botswana,Africa,Southern Africa,Multiparty,2008
571,Botswana,Africa,Southern Africa,Multiparty,2009
571,Botswana,Africa,Southern Africa,Multiparty,2010
571,Botswana,Africa,Southern Africa,Multiparty,2011
571,Botswana,Africa,Southern Africa,Multiparty,2012
572,Swaziland,Africa,Southern Africa,Monarchy,2000
572,Swaziland,Africa,Southern Africa,Monarchy,2001
572,Swaziland,Africa,Southern Africa,Monarchy,2002
572,Swaziland,Africa,Southern Africa,Monarchy,2003
572,Swaziland,Africa,Southern Africa,Monarchy,2004
572,Swaziland,Africa,Southern Africa,Monarchy,2005
572,Swaziland,Africa,Southern Africa,Monarchy,2006
572,Swaziland,Africa,Southern Africa,Monarchy,2007
572,Swaziland,Africa,Southern Africa,Monarchy,2008
572,Swaziland,Africa,Southern Africa,Monarchy,2009
572,Swaziland,Africa,Southern Africa,Monarchy,2010
572,Swaziland,Africa,Southern Africa,Monarchy,2011
572,Swaziland,Africa,Southern Africa,Monarchy,2012
580,Madagascar,Africa,Eastern Africa,Democracy,2000
580,Madagascar,Africa,Eastern Africa,Democracy,2001
580,Madagascar,Africa,Eastern Africa,Democracy,2002
580,Madagascar,Africa,Eastern Africa,Democracy,2003
580,Madagascar,Africa,Eastern Africa,Democracy,2004
580,Madagascar,Africa,Eastern Africa,Democracy,2005
580,Madagascar,Africa,Eastern Africa,Democracy,2006
580,Madagascar,Africa,Eastern Africa,Democracy,2007
580,Madagascar,Africa,Eastern Africa,Democracy,2008
580,Madagascar,Africa,Eastern Africa,Military,2009
580,Madagascar,Africa,Eastern Africa,Military,2010
580,Madagascar,Africa,Eastern Africa,Military,2011
580,Madagascar,Africa,Eastern Africa,Military,2012
581,Comoros,Africa,Eastern Africa,Military,2000
581,Comoros,Africa,Eastern Africa,Military,2001
581,Comoros,Africa,Eastern Africa,Multiparty,2002
581,Comoros,Africa,Eastern Africa,Multiparty,2003
581,Comoros,Africa,Eastern Africa,Democracy,2004
581,Comoros,Africa,Eastern Africa,Democracy,2005
581,Comoros,Africa,Eastern Africa,Democracy,2006
581,Comoros,Africa,Eastern Africa,Democracy,2007
581,Comoros,Africa,Eastern Africa,Democracy,2008
581,Comoros,Africa,Eastern Africa,Democracy,2009
581,Comoros,Africa,Eastern Africa,Democracy,2010
581,Comoros,Africa,Eastern Africa,Democracy,2011
581,Comoros,Africa,Eastern Africa,Democracy,2012
590,Mauritius,Africa,Eastern Africa,Democracy,2000
590,Mauritius,Africa,Eastern Africa,Democracy,2001
590,Mauritius,Africa,Eastern Africa,Democracy,2002
590,Mauritius,Africa,Eastern Africa,Democracy,2003
590,Mauritius,Africa,Eastern Africa,Democracy,2004
590,Mauritius,Africa,Eastern Africa,Democracy,2005
590,Mauritius,Africa,Eastern Africa,Democracy,2006
590,Mauritius,Africa,Eastern Africa,Democracy,2007
590,Mauritius,Africa,Eastern Africa,Democracy,2008
590,Mauritius,Africa,Eastern Africa,Democracy,2009
590,Mauritius,Africa,Eastern Africa,Democracy,2010
590,Mauritius,Africa,Eastern Africa,Democracy,2011
590,Mauritius,Africa,Eastern Africa,Democracy,2012
600,Morocco,Africa,Northern Africa,Monarchy,2000
600,Morocco,Africa,Northern Africa,Monarchy,2001
600,Morocco,Africa,Northern Africa,Monarchy,2002
600,Morocco,Africa,Northern Africa,Monarchy,2003
600,Morocco,Africa,Northern Africa,Monarchy,2004
600,Morocco,Africa,Northern Africa,Monarchy,2005
600,Morocco,Africa,Northern Africa,Monarchy,2006
600,Morocco,Africa,Northern Africa,Monarchy,2007
600,Morocco,Africa,Northern Africa,Monarchy,2008
600,Morocco,Africa,Northern Africa,Monarchy,2009
600,Morocco,Africa,Northern Africa,Monarchy,2010
600,Morocco,Africa,Northern Africa,Monarchy,2011
600,Morocco,Africa,Northern Africa,Monarchy,2012
615,Algeria,Africa,Northern Africa,Multiparty,2000
615,Algeria,Africa,Northern Africa,Multiparty,2001
615,Algeria,Africa,Northern Africa,Multiparty,2002
615,Algeria,Africa,Northern Africa,Multiparty,2003
615,Algeria,Africa,Northern Africa,Multiparty,2004
615,Algeria,Africa,Northern Africa,Multiparty,2005
615,Algeria,Africa,Northern Africa,Multiparty,2006
615,Algeria,Africa,Northern Africa,Multiparty,2007
615,Algeria,Africa,Northern Africa,Multiparty,2008
615,Algeria,Africa,Northern Africa,Multiparty,2009
615,Algeria,Africa,Northern Africa,Multiparty,2010
615,Algeria,Africa,Northern Africa,Multiparty,2011
615,Algeria,Africa,Northern Africa,Multiparty,2012
616,Tunisia,Africa,Northern Africa,Multiparty,2000
616,Tunisia,Africa,Northern Africa,Multiparty,2001
616,Tunisia,Africa,Northern Africa,Multiparty,2002
616,Tunisia,Africa,Northern Africa,Multiparty,2003
616,Tunisia,Africa,Northern Africa,Multiparty,2004
616,Tunisia,Africa,Northern Africa,Multiparty,2005
616,Tunisia,Africa,Northern Africa,Multiparty,2006
616,Tunisia,Africa,Northern Africa,Multiparty,2007
616,Tunisia,Africa,Northern Africa,Multiparty,2008
616,Tunisia,Africa,Northern Africa,Multiparty,2009
616,Tunisia,Africa,Northern Africa,Multiparty,2010
616,Tunisia,Africa,Northern Africa,Multiparty,2011
616,Tunisia,Africa,Northern Africa,Multiparty,2012
620,Libya,Africa,Northern Africa,Military,2000
620,Libya,Africa,Northern Africa,Military,2001
620,Libya,Africa,Northern Africa,Military,2002
620,Libya,Africa,Northern Africa,Military,2003
620,Libya,Africa,Northern Africa,Military,2004
620,Libya,Africa,Northern Africa,Military,2005
620,Libya,Africa,Northern Africa,Military,2006
620,Libya,Africa,Northern Africa,Military,2007
620,Libya,Africa,Northern Africa,Military,2008
620,Libya,Africa,Northern Africa,Military,2009
620,Libya,Africa,Northern Africa,Military,2010
620,Libya,Africa,Northern Africa,Military,2011
620,Libya,Africa,Northern Africa,Single Party,2012
625,Sudan,Africa,Northern Africa,Military,2000
625,Sudan,Africa,Northern Africa,Military,2001
625,Sudan,Africa,Northern Africa,Military,2002
625,Sudan,Africa,Northern Africa,Military,2003
625,Sudan,Africa,Northern Africa,Military,2004
625,Sudan,Africa,Northern Africa,Military,2005
625,Sudan,Africa,Northern Africa,Military,2006
625,Sudan,Africa,Northern Africa,Military,2007
625,Sudan,Africa,Northern Africa,Military,2008
625,Sudan,Africa,Northern Africa,Military,2009
625,Sudan,Africa,Northern Africa,Multiparty,2010
625,Sudan,Africa,Northern Africa,Multiparty,2011
625,Sudan,Africa,Northern Africa,Multiparty,2012
626,South Sudan,Africa,Eastern Africa,NA,2011
626,South Sudan,Africa,Eastern Africa,Multiparty,2012
630,Iran,Asia,Southern Asia,Single Party,2000
630,Iran,Asia,Southern Asia,Single Party,2001
630,Iran,Asia,Southern Asia,Single Party,2002
630,Iran,Asia,Southern Asia,Single Party,2003
630,Iran,Asia,Southern Asia,Single Party,2004
630,Iran,Asia,Southern Asia,Single Party,2005
630,Iran,Asia,Southern Asia,Single Party,2006
630,Iran,Asia,Southern Asia,Single Party,2007
630,Iran,Asia,Southern Asia,Single Party,2008
630,Iran,Asia,Southern Asia,Single Party,2009
630,Iran,Asia,Southern Asia,Single Party,2010
630,Iran,Asia,Southern Asia,Single Party,2011
630,Iran,Asia,Southern Asia,Single Party,2012
640,Turkey,Asia,Western Asia,Democracy,2000
640,Turkey,Asia,Western Asia,Democracy,2001
640,Turkey,Asia,Western Asia,Democracy,2002
640,Turkey,Asia,Western Asia,Democracy,2003
640,Turkey,Asia,Western Asia,Democracy,2004
640,Turkey,Asia,Western Asia,Democracy,2005
640,Turkey,Asia,Western Asia,Democracy,2006
640,Turkey,Asia,Western Asia,Democracy,2007
640,Turkey,Asia,Western Asia,Democracy,2008
640,Turkey,Asia,Western Asia,Democracy,2009
640,Turkey,Asia,Western Asia,Democracy,2010
640,Turkey,Asia,Western Asia,Democracy,2011
640,Turkey,Asia,Western Asia,Democracy,2012
645,Iraq,Asia,Western Asia,Single Party,2000
645,Iraq,Asia,Western Asia,Single Party,2001
645,Iraq,Asia,Western Asia,Single Party,2002
645,Iraq,Asia,Western Asia,Single Party,2003
645,Iraq,Asia,Western Asia,Single Party,2004
645,Iraq,Asia,Western Asia,Multiparty,2005
645,Iraq,Asia,Western Asia,Multiparty,2006
645,Iraq,Asia,Western Asia,Multiparty,2007
645,Iraq,Asia,Western Asia,Multiparty,2008
645,Iraq,Asia,Western Asia,Multiparty,2009
645,Iraq,Asia,Western Asia,Multiparty,2010
645,Iraq,Asia,Western Asia,Multiparty,2011
645,Iraq,Asia,Western Asia,Multiparty,2012
651,Egypt,Africa,Northern Africa,Military,2000
651,Egypt,Africa,Northern Africa,Military,2001
651,Egypt,Africa,Northern Africa,Military,2002
651,Egypt,Africa,Northern Africa,Military,2003
651,Egypt,Africa,Northern Africa,Military,2004
651,Egypt,Africa,Northern Africa,Military,2005
651,Egypt,Africa,Northern Africa,Military,2006
651,Egypt,Africa,Northern Africa,Military,2007
651,Egypt,Africa,Northern Africa,Military,2008
651,Egypt,Africa,Northern Africa,Military,2009
651,Egypt,Africa,Northern Africa,Military,2010
651,Egypt,Africa,Northern Africa,Military,2011
651,Egypt,Africa,Northern Africa,Military,2012
652,Syria,Asia,Western Asia,Military,2000
652,Syria,Asia,Western Asia,Military,2001
652,Syria,Asia,Western Asia,Military,2002
652,Syria,Asia,Western Asia,Military,2003
652,Syria,Asia,Western Asia,Military,2004
652,Syria,Asia,Western Asia,Military,2005
652,Syria,Asia,Western Asia,Military,2006
652,Syria,Asia,Western Asia,Military,2007
652,Syria,Asia,Western Asia,Military,2008
652,Syria,Asia,Western Asia,Military,2009
652,Syria,Asia,Western Asia,Military,2010
652,Syria,Asia,Western Asia,Military,2011
652,Syria,Asia,Western Asia,Military,2012
660,Lebanon,Asia,Western Asia,Multiparty,2000
660,Lebanon,Asia,Western Asia,Multiparty,2001
660,Lebanon,Asia,Western Asia,Multiparty,2002
660,Lebanon,Asia,Western Asia,Multiparty,2003
660,Lebanon,Asia,Western Asia,Multiparty,2004
660,Lebanon,Asia,Western Asia,Multiparty,2005
660,Lebanon,Asia,Western Asia,Multiparty,2006
660,Lebanon,Asia,Western Asia,Multiparty,2007
660,Lebanon,Asia,Western Asia,Multiparty,2008
660,Lebanon,Asia,Western Asia,Multiparty,2009
660,Lebanon,Asia,Western Asia,Multiparty,2010
660,Lebanon,Asia,Western Asia,Multiparty,2011
660,Lebanon,Asia,Western Asia,Multiparty,2012
663,Jordan,Asia,Western Asia,Monarchy,2000
663,Jordan,Asia,Western Asia,Monarchy,2001
663,Jordan,Asia,Western Asia,Monarchy,2002
663,Jordan,Asia,Western Asia,Monarchy,2003
663,Jordan,Asia,Western Asia,Monarchy,2004
663,Jordan,Asia,Western Asia,Monarchy,2005
663,Jordan,Asia,Western Asia,Monarchy,2006
663,Jordan,Asia,Western Asia,Monarchy,2007
663,Jordan,Asia,Western Asia,Monarchy,2008
663,Jordan,Asia,Western Asia,Monarchy,2009
663,Jordan,Asia,Western Asia,Monarchy,2010
663,Jordan,Asia,Western Asia,Monarchy,2011
663,Jordan,Asia,Western Asia,Monarchy,2012
666,Israel,Asia,Western Asia,Democracy,2000
666,Israel,Asia,Western Asia,Democracy,2001
666,Israel,Asia,Western Asia,Democracy,2002
666,Israel,Asia,Western Asia,Democracy,2003
666,Israel,Asia,Western Asia,Democracy,2004
